% Model:              20240422_3B_SEM_sweep_reduced.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 26 2025, 14:18
% Table:              Table 1 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
2.128526451800000E14                              1.426443307629899E0-1.411766193158640E-5i         0.000000000000000E0                               5.892294567188700E-12                             -5.494800687890151E-2-9.541353872932486E-2i
2.151010886150000E14                              1.422263520211010E0-2.423742131542893E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.262972579241231E-3+2.790982759414732E-4i
2.151010886150000E14                              1.422718094388817E0-2.966077146247878E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.516248419794959E-2+1.836046502449917E-1i
2.151010886150000E14                              1.422758977021482E0-2.847840898961966E-4i         0.000000000000000E0                               5.892294567188700E-12                             -7.527899118261760E-2-6.867151252980935E-2i
2.151010886150000E14                              1.426755347859347E0-1.269625023950032E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.551449771175466E-1-4.760658034444307E-1i
2.151010886150000E14                              1.426806595385071E0-1.289196347762085E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.091239050215968E-2-1.085722707218835E-1i
2.173495320500000E14                              1.422647199734176E0-2.346945530903888E-4i         0.000000000000000E0                               5.892294567188700E-12                             -2.967365689697674E-3+1.052380349489068E-3i
2.173495320500000E14                              1.423107298144425E0-2.874347041659311E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.282978322693413E-2+1.867362656133085E-1i
2.173495320500000E14                              1.423149308422186E0-2.760637558343122E-4i         0.000000000000000E0                               5.892294567188700E-12                             -6.684815058958142E-2-7.481499231780916E-2i
2.173495320500000E14                              1.427113860630282E0-1.160309439217288E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.640014655894285E-1-4.737635111479858E-1i
2.173495320500000E14                              1.427163998277317E0-1.178140145780665E-5i         0.000000000000000E0                               5.892294567188700E-12                             -3.806532316258331E-2-9.960690354518843E-2i
2.195979754850000E14                              1.423025098628697E0-2.267457914603401E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.041275284143101E-3-5.490860902955399E-5i
2.195979754850000E14                              1.423487403203958E0-2.784038207485478E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.186766693141032E-2+1.821910579558191E-1i
2.195979754850000E14                              1.423534120103898E0-2.661349043913677E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.772655503222435E-2-8.997865328155574E-2i
2.195979754850000E14                              1.427465351220620E0-1.059298296330857E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.763154251239573E-1-4.674782367700558E-1i
2.195979754850000E14                              1.427514594943437E0-1.078994497003517E-5i         0.000000000000000E0                               5.892294567188700E-12                             -1.379534463298900E-2-9.552158776620376E-2i
2.218464189200000E14                              1.423395061194027E0-2.194354964774934E-4i         0.000000000000000E0                               5.892294567188700E-12                             -2.815200517606731E-3+6.012503815362739E-4i
2.218464189200000E14                              1.423859904277665E0-2.700963048698055E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.255291041397916E-2+1.822440422281552E-1i
2.218464189200000E14                              1.423908849786002E0-2.586603726546743E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.888960034068411E-2-8.931310393615952E-2i
2.218464189200000E14                              1.427812666469882E0-9.652100808258670E-6i         1.000000000000000E0                               5.892294567188700E-12                             7.776583722585327E-1-2.832364966348491E-1i
2.218464189200000E14                              1.427860986375332E0-9.835937010918163E-6i         0.000000000000000E0                               5.892294567188700E-12                             -3.636971943785155E-2-8.691662889902502E-2i
2.240948623550000E14                              1.423759649870537E0-2.130141605398879E-4i         0.000000000000000E0                               5.892294567188700E-12                             -2.410775596255954E-3+5.141615808968257E-4i
2.240948623550000E14                              1.424230752008660E0-2.597731873602591E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.047203960963837E-2+1.859856408490046E-1i
